Original Text,Replacement Text,Phonemes,Languages,Voice IDs,Active,Ignore Case,App Bundle IDs
A consultation has been launched by the Scottish Government seeking the public's views.,"Die schottische Regierung hat eine Konsultation eingeleitet, um die Meinung der Öffentlichkeit einzuholen.","Eine Befragung wurde von der schottischen Regierung eingeleitet, um die Meinungen der Bürger einzuholen.",0.9225537858124288,,TRUE,FALSE,
"Scotland's Community Safety Minister pledged to ""keep communities safe from irresponsible owners,"" with reviews to determine whether laws for out-of-control dogs need changing.","Schottlands Sicherheitsminister versprach, „Gemeinschaften vor verantwortungslosen Besitzern zu schützen“, mit Überprüfungen, um festzustellen, ob Gesetze für außer Kontrolle geratene Hunde geändert werden müssen.","Die schottische Ministerin für kommunale Sicherheit versprach, die „Bevölkerung vor unverantwortlichen Besitzern zu schützen“, indem überprüft wird, ob die Gesetze für außer Kontrolle geratene Hunde geändert werden müssen.",0.5595760918084663,,TRUE,FALSE,
"Ash Denham MSP said: ""We are holding two reviews into dog control legislation because we are absolutely determined to help keep communities safe from irresponsible owners and their out-of-control dogs.","Ash Denham MSP sagte: ""Wir führen zwei Überprüfungen der Hundekontrollgesetzgebung durch, weil wir absolut entschlossen sind, dazu beizutragen, Gemeinden vor verantwortungslosen Besitzern und ihren außer Kontrolle geratenen Hunden zu schützen.","Die Parlamentsabgeordnete Ash Denham sagte: „Wir führen zwei Überprüfungen der Hundekontrollgesetze durch, weil wir entschlossen sind, die Bevölkerung vor unverantwortlichen Besitzern und außer Kontrolle geratenen Hunden zu schützen.",0.8605662476760568,,TRUE,FALSE,
"""This consultation seeks views on improvements on how the Control of Dogs Act 2010 can operate across Scotland, and next year we will take a wider look at all dog control legislation to assess whether changes are needed.","„Diese Konsultation sucht nach Ansichten über Verbesserungen, wie der Control of Dogs Act 2010 in ganz Schottland funktionieren kann, und im nächsten Jahr werden wir alle Rechtsvorschriften zur Hundekontrolle eingehender prüfen, um zu beurteilen, ob Änderungen erforderlich sind.","Diese Befragung versucht Meinungen zu möglichen Verbesserungen des Hundekontrollgesetzes von 2010 in ganz Schottland einzuholen und nächstes Jahr sehen wir uns alle Hundekontrollgesetze an, um festzustellen, ob Veränderungen notwendig sind.",0.7143278453626517,,TRUE,FALSE,
"""Owning a dog brings with it certain responsibilities, including keeping your dog under effective control, and I encourage everyone with an interest in this area to respond to our consultation.""","„Der Besitz eines Hundes bringt bestimmte Verantwortlichkeiten mit sich, einschließlich der effektiven Kontrolle Ihres Hundes, und ich ermutige alle, die Interesse an diesem Bereich haben, auf unsere Konsultation zu reagieren.“","„Einen Hund zu haben bringt eine gewisse Verantwortung mit sich, inklusive seinen Hund unter Kontrolle zu haben, und ich rufe jeden mit Interesse an diesem Thema dazu auf, an unserer Befragung teilzunehmen.“",0.6794323181026867,,TRUE,FALSE,
"The consultation runs until January 15 and contains proposals to toughen and clarify the current legislation, including questioning whether a national dog control database should be created.","Die Konsultation läuft bis zum 15. Januar und enthält Vorschläge zur Verschärfung und Klarstellung der geltenden Rechtsvorschriften, einschließlich der Frage, ob eine nationale Hundekontrolldatenbank geschaffen werden sollte.","Die Befragung läuft bis zum 15. Januar und enthält Vorschläge zur Verschärfung und Klarstellung der aktuellen Gesetzgebung, inklusive der Frage, ob eine landesweite Datenbank zur Kontrolle von Hunden eingerichtet werden soll.",0.8808328093338537,,TRUE,FALSE,
"The Scottish Parliament's Post-Legislative Scrutiny Committee has been hearing evidence from victims and parents of children who have been attacked or killed by dogs, prompting the Government to review dog control laws.","Das Post-Legislative Scrutiny Committee des schottischen Parlaments hat Beweise von Opfern und Eltern von Kindern gehört, die von Hunden angegriffen oder getötet wurden, was die Regierung veranlasste, die Hundekontrollgesetze zu überprüfen.","Der Untersuchungsausschuss zu bestehenden Gesetzen des schottischen Parlaments hat Opfer und Eltern von Kindern angehört, die von Hunden angegriffen oder getötet wurden, was zu einer Überprüfung der Hundekontrollgesetze durch die Regierung führte.",0.800044207947456,,TRUE,FALSE,
MSPs were told the legislation needs urgent reform to protect vulnerable people and children.,"Den MSPs wurde gesagt, dass die Gesetzgebung dringend reformiert werden muss, um schutzbedürftige Menschen und Kinder zu schützen.","Den Abgeordneten wurde gesagt, dass dieses Gesetz dringt überarbeitet werden muss, um gefährdete Menschen und Kinder zu schützen.",0.9225537858124288,,TRUE,FALSE,
"The committee heard that, in Greater Glasgow and Clyde alone, there were 1,417 people arriving at A&E departments with dog-related injuries, 255 of them children, last year.","Der Ausschuss hörte, dass allein im Großraum Glasgow und Clyde im vergangenen Jahr 1.417 Menschen mit hundebedingten Verletzungen in den <v>A & E-Abteilungen</v> ankamen, 255 davon Kinder.","Dem Ausschuss wurde zugetragen, dass letztes Jahr allein im Großraum Glasgow und Clyde 1.417 Bürger, 255 davon Kinder, mit von Hunden verursachten Verletzungen in die Notaufnahme eingeliefert worden waren.",0.5164668891059409,,TRUE,FALSE,
"NHS Lanarkshire treated 912 people and NHS Ayrshire 439, both four-year highs.","NHS Lanarkshire behandelte 912 Menschen und NHS Ayrshire 439, beides Vier-Jahres-Hochs.","Im Bereich des Gesundheitsdienstes NHS Lanarkshire wurden 912 Bürger behandelt, bei der NHS Ayrshire waren es 439, beides jeweils Höchstwerte der letzten vier Jahre.",0.8006767706208572,,TRUE,FALSE,
"In July, the committee's MSPs concluded current dog control legislation is not fit for purpose and called on the Scottish Government to undertake a comprehensive review of all dog-control laws.","Im Juli kamen die MSPs des Ausschusses zu dem Schluss, dass die geltenden Hundekontrollgesetze nicht zweckdienlich sind, und forderten die schottische Regierung auf, eine umfassende Überprüfung aller Hundekontrollgesetze vorzunehmen.","Im Juli beschlossen die Abgeordneten des Ausschusses, dass die aktuellen Hundekontrollgesetze nicht den Anforderungen genügen und riet der schottischen Regierung eine umfassende Überprüfung aller Hundekontrollgesetze einzuleiten.",0.8814653720072549,,TRUE,FALSE,
"Convener Jenny Marra said: ""Dog law in Scotland is not fit for purpose. There are still far too many dog attacks on children and little enforcement or understanding of the current laws that might prevent these attacks.","Convener Jenny Marra sagte: ""Hundegesetz in Schottland ist nicht zweckdienlich. Es gibt immer noch viel zu viele Hundeangriffe auf Kinder und wenig Durchsetzung oder Verständnis der aktuellen Gesetze, die diese Angriffe verhindern könnten.","Die Vorsitzende Jenny Marra sagte: „Die Hundegesetze in Schottland genügen nicht den Anforderungen. Es gibt immer noch zu viele Hundeangriffe auf Kinder und die momentanen Gesetze, die solche Angriffe verhindern könnten, werden entweder nicht durchgesetzt oder treffen auf wenig Verständnis.",0.5061694566309807,,TRUE,FALSE,
"""It has become clear that current dog control law doesn't work. It needs reform urgently so that out of control and dangerous dogs can be dealt with properly and we can try to move to a system that prevents our children being injured by dogs.""","„Es ist klar geworden, dass das geltende Hundekontrollgesetz nicht funktioniert. Es muss dringend reformiert werden, damit außer Kontrolle geratene und gefährliche Hunde richtig behandelt werden können und wir versuchen können, zu einem System überzugehen, das verhindert, dass unsere Kinder von Hunden verletzt werden.“","„Es ist klar geworden, dass die zurzeit gültigen Hundekontrollgesetze nicht funktionieren. Diese Gesetze müssen dringend überarbeitet werden, damit mit gefährlichen und außer Kontrolle geratenen Hunden richtig umgegangen wird und wir ein System implementieren können, das unsere Kinder vor Verletzungen durch Hunde schützt.“",0.9662955511883556,,TRUE,FALSE,
"The consultation, launched on the Government's website on Friday, says: ""Effective and consistent enforcement across Scotland is fundamental in helping address issues relating to out-of-control dogs.","Die Konsultation, die am Freitag auf der Website der Regierung gestartet wurde, sagt: ""Wirksame und konsequente Durchsetzung in ganz Schottland ist von grundlegender Bedeutung, wenn es darum geht, Probleme im Zusammenhang mit außer Kontrolle geratenen Hunden anzugehen.","In der am Freitag auf der Webseite der Regierung gestarteten Konsultation heißt es: „Eine effektive und konsequente Durchsetzung in ganz Schottland ist von grundlegender Bedeutung, um die Probleme mit außer Kontrolle geratenen Hunden anzugehen.",0.9472824004505882,,TRUE,FALSE,
"""This review is focused on steps that can be taken to help aid enforcement agencies such as local authorities, as they use their powers to help keep communities safe.""","„Diese Überprüfung konzentriert sich auf Maßnahmen, die ergriffen werden können, um Durchsetzungsbehörden wie lokalen Behörden <v>zu helfen, da sie ihre Befugnisse nutzen, um Gemeinden zu schützen</v>.“","Diese Überprüfung versucht Schritte zu finden, die unternommen werden können, um den Behörden zu helfen, während sie versuchen die Bürger zu beschützen.“",0.5530042633201588,,TRUE,FALSE,
"Saudi Arabia To Offer Tourist Visas For First Time, Abolish Abaya Rule",Saudi-Arabien bietet erstmals Touristenvisa an und hebt die Abaya-Regel auf,"Saudi-Arabien stellt erstmals Touristenvisa aus, schafft Abaya-Regel ab",1.0,,TRUE,FALSE,
"Visas in Saudi are currently restricted to expat workers, their dependents and Muslim pilgrims.","Visa in Saudi-Arabien sind derzeit auf Expat-Arbeiter, ihre Angehörigen und muslimische Pilger beschränkt.","Derzeit sind Visa in Saudi-Arabien auf Expat-Arbeiter, ihre Angehörigen und muslimische Pilger beschränkt.",1.0,,TRUE,FALSE,
"Saudi Arabia said Friday it will offer tourist visas for the first time, opening up the ultra-conservative kingdom to holidaymakers as part of a push to diversify its economy away from oil.","Saudi-Arabien sagte am Freitag, es werde zum ersten Mal Touristenvisa anbieten und das ultrakonservative Königreich für Urlauber öffnen, als Teil eines Vorstoßes zur Diversifizierung seiner Wirtschaft weg vom Öl.","Saudi-Arabien sagte am Freitag, es werde zum ersten Mal Touristenvisa anbieten und damit das ultrakonservative Königreich für Urlauber öffnen, als Teil eines Vorstoßes zur Diversifizierung seiner Volkswirtschaft weg vom Öl.",0.9426388930519224,,TRUE,FALSE,
Kickstarting tourism is one of the centrepieces of Crown Prince Mohammed bin Salman's Vision 2030 reform programme to prepare the biggest Arab economy for a post-oil era.,"Die Ankurbelung des Tourismus ist eines der Kernstücke von Kronprinz Mohammed bin Salmans Reformprogramm Vision 2030, um die größte arabische Wirtschaft auf eine Ära nach dem Öl vorzubereiten.","Die Ankurbelung des Tourismus ist eines der zentralen Elemente des Reformprogramms „Vision 2030“ von Kronprinz Mohammed bin Salman, das die größte Volkswirtschaft der arabischen Welt auf die Zeit nach dem Öl vorbereiten soll.",1.0,,TRUE,FALSE,
The announcement comes just two weeks after devastating attacks on Saudi Arabia's oil infrastructure -- blamed by Washington on Iran -- which roiled global energy markets and raised fears of a wider regional conflict.,"Die Ankündigung erfolgt nur zwei Wochen nach verheerenden Angriffen auf die Ölinfrastruktur Saudi-Arabiens – von Washington dem Iran angelastet -, die die globalen Energiemärkte erschütterten und Ängste vor einem umfassenderen regionalen Konflikt schürten.","Die Ankündigung erfolgt nur zwei Wochen nach den verheerenden Angriffen auf die saudische Ölinfrastruktur - die Washington dem Iran vorwirft -, wodurch die globalen Energiemärkte in Aufruhr versetzt und die Sorge vor einem größeren regionalen Konflikt geschürt wurde.",0.999955304147848,,TRUE,FALSE,
"""Opening Saudi Arabia to international tourists is a historic moment for our country,"" tourism chief Ahmed al-Khateeb said in a statement.","„Saudi-Arabien für internationale Touristen zu öffnen, ist ein historischer Moment für unser Land“, sagte Tourismuschef Ahmed al-Khateeb in einer Erklärung.","„Die Öffnung Saudi-Arabiens für den internationalen Tourismus ist ein historischer Moment für unser Land“, sagte Tourismus-Chef Ahmed al-Khateeb in einer Erklärung.",1.0,,TRUE,FALSE,
"""Visitors will be surprised... by the treasures we have to share -- five UNESCO World Heritage Sites, a vibrant local culture and breathtaking natural beauty.""","„Die Besucher werden überrascht sein... von den Schätzen, die wir teilen <v>müssen </v>– fünf UNESCO-Welterbestätten, eine lebendige lokale Kultur und atemberaubende Naturschönheiten.“","„Die Besucher werden überrascht sein... von den Schätzen, die wir zu teilen haben - fünf UNESCO-Weltkulturerbestätten, eine dynamische lokale Kultur und atemberaubende natürliche Schönheit.“",0.8117337869244506,,TRUE,FALSE,
